,Title,Company,Location,Job Snippet,Job Url,Salary
56,newDuty Airport Manager Manila,Qantas Airways Limited,Manila,"As a Duty Airport Manager on a shift basis, you will be responsible for managing Airport operations & business through the optimisation of safety, customer…",https://ph.indeed.com/rc/clk?jk=719cf9381a7d1967&fccid=324609cba1d1a5ac&vjs=3,
57,Sales Manager,Ingnius Systems Private Limited,Temporarily Remote in Taguig,"Comfortable work set up - laptop, headset, computer accessories, and financial contribution towards your WFH setup.Day 1 Premium HMO with Dental.",https://ph.indeed.com/company/Ingniusystek/jobs/Sales-Manager-2c683def33d266b1?fccid=11978632bd81f3f8&vjs=3,"<div aria-label=""PHP 70,000 to PHP 100,000 a month"" class=""salary-snippet""><span>PHP 70,000 - PHP 100,000 a month</span></div>"
58,Teller (Makati),Security Bank Careers,Makati+1 location,"As a Teller, you will handle administrative, operations, marketing and financial experience by supporting the branch business.Graduate of a Bachelor's Degree.",https://ph.indeed.com/rc/clk?jk=ad530615ca3e2278&fccid=524d9a18e20e8ac2&vjs=3,
59,Teller (Ortigas),Security Bank Careers,Pasig,"As a Teller, you will handle administrative, operations, marketing, and financial experience by supporting the branch business.Graduate of a Bachelor's Degree.",https://ph.indeed.com/rc/clk?jk=7d0ed03366353b52&fccid=524d9a18e20e8ac2&vjs=3,
60,newOperations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Analyze and report weekly on controllable, sales and profits to ensure accurate and timely financial tracking.Ensure 100% customer satisfaction at all time.",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"<div aria-label=""PHP 45,000 to PHP 50,000 a month"" class=""salary-snippet""><span>PHP 45,000 - PHP 50,000 a month</span></div>"
61,Financial Risk Manager,AIA Group,Taguig,"Complete the BAU financial risk reports such as the quarterly financial risk pack, strategic risk monitoring, financial watchlist, QMR, risk related reports in…",https://ph.indeed.com/rc/clk?jk=9e8ba619b2a779fb&fccid=ff4a8ebfccf9af72&vjs=3,
62,new07 - Bookkeeper,Support Shepherd,Remote in Manila,Processing payments and sending receipts.Creating weekly reports for the people who paid and enter in the database.Other bookkeeping functions as needed.,https://ph.indeed.com/company/Support-Shepherd/jobs/-7e0e27a4c7314a38?fccid=28382f241cf295a3&vjs=3,"<div aria-label=""PHP 50,000 to PHP 80,000 a month"" class=""salary-snippet""><span>PHP 50,000 - PHP 80,000 a month</span></div>"
63,Wealth Portfolio Manager | Entrepreneurship Program | Financ...,Philam Life - An AIA Group Company,Makati,Promotes and markets financial solutions of Philam Life.Identify client's financial goals and expectations and assist them in selecting appropriate investment…,https://ph.indeed.com/rc/clk?jk=72a5dedb4cd0039d&fccid=df22ce88e23e5f47&vjs=3,
64,newDuty Airport Manager Manila,Qantas Airways Limited,Manila,"As a Duty Airport Manager on a shift basis, you will be responsible for managing Airport operations & business through the optimisation of safety, customer…",https://ph.indeed.com/rc/clk?jk=719cf9381a7d1967&fccid=324609cba1d1a5ac&vjs=3,
65,newFinancial Planning & Analysis Manager,Corporate Executive Search Inc.,Temporarily Remote in Taguig,Identifies and resolves issues in relation to financial statement review.Leads the standardization of analysis and presentation of financial and operational…,https://ph.indeed.com/company/Corporate-Executive-Search-Inc./jobs/Financial-Planning-Analysis-Manager-81dd324a7f9794cb?fccid=f3efc8c35a677b45&vjs=3,
66,"URGENT! Financial Operations Manager | PHP 50,000 | Pasay Ci...",JK Network Services,Pasay,Prepares financial statements and other financial reports.It develops tools for virtual currency to increase community convenience. *.,https://ph.indeed.com/company/JK-Network-Services/jobs/Financial-Operation-Manager-PHP-671ae99b54584cf0?fccid=62bd09cb34df5ce3&vjs=3,"<div aria-label=""PHP 50,000 a month"" class=""salary-snippet""><span>PHP 50,000 a month</span></div>"
67,newProcurement Assistant Manager,Prescon Philippines Inc,Manila,"Manages key financial indicators of department operations.Bachelor’s degree in any Engineering, Architecture, Business Administration, or related fields.",https://ph.indeed.com/company/Prescon-Philippines-Inc/jobs/Procurement-Assistant-Manager-d1b23ff5c7ab75cb?fccid=3c32392e63f100c0&vjs=3,"<div aria-label=""PHP 50,000 to PHP 60,000 a month"" class=""salary-snippet""><span>PHP 50,000 - PHP 60,000 a month</span></div>"
68,newRestaurant Manager,Mary Grace Foods Inc,Quezon City+4 locations,Proven customer service experience as a manager.You will deliver a high-quality menu and motivate our staff to provide excellent customer service.,https://ph.indeed.com/company/Mary-Grace-Foods/jobs/Restaurant-Manager-09020f84811af60e?fccid=052e71e3355566d2&vjs=3,"<div aria-label=""PHP 25,000 a month"" class=""salary-snippet""><span>PHP 25,000 a month</span></div>"
69,newStore Manager,Adidas,Manila,Has a working knowledge of the Profit and Loss Statement and the store KPI’s and makes commercial decisions based on sound financial judgment.,https://ph.indeed.com/rc/clk?jk=6a8c98ab3be01213&fccid=8686937f641f561b&vjs=3,
70,newProduction and Maintenance Asst. Manager,Prescon Philippines Inc,Manila,"Manages key financial indicators for the production and maintenance operations.Bachelor's degree in any Engineering field.Job Types: Full-time, Permanent.",https://ph.indeed.com/company/Prescon-Philippines-Inc/jobs/Production-Maintenance-Assistant-Manager-5be2d92bc4c100f3?fccid=3c32392e63f100c0&vjs=3,"<div aria-label=""PHP 50,000 to PHP 60,000 a month"" class=""salary-snippet""><span>PHP 50,000 - PHP 60,000 a month</span></div>"
71,newTeller (Pasay/Cavite),Security Bank Careers,Pasay,"As a Teller, you will handle administrative, operations, marketing, and financial experience by supporting the branch business.Graduate of a Bachelor's Degree.",https://ph.indeed.com/rc/clk?jk=482e2fc1177bd9a5&fccid=524d9a18e20e8ac2&vjs=3,
72,Relationship Manager,Asian Venture Philanthropy Network (AVPN),Remote in Manila,"AVPN also produces research reports that support ecosystem development, hosts a platform to match the financial and non-financial resources of investors with…",https://ph.indeed.com/company/AVPN-Hong-Kong-Limited/jobs/Relationship-Manager-fe182c95f6af95af?fccid=8b5de540d74427d0&vjs=3,"<div aria-label=""PHP 60,000 to PHP 70,000 a month"" class=""salary-snippet""><span>PHP 60,000 - PHP 70,000 a month</span></div>"
73,newArea Manager,Fruitas Holdings Inc,Quezon City,Undertake sound financial management to ensure stores are profitable and stay within budget.Lead a team of store managers towards effective collaboration and…,https://ph.indeed.com/company/Fruitas-Holdings-Inc./jobs/Area-Manager-26ecb8e3a263f959?fccid=b8f071bd5961ea7d&vjs=3,
74,newResident Housekeeping Manager (145327),Shangri-La Hotels,Manila,Be the overall in-charge of the Housekeeping Operations in the Hotel.Coordinate with other departments to ensure the cleaning of the facilities are maintained.,https://ph.indeed.com/rc/clk?jk=eedd25844afa0605&fccid=da7c155197c82fa2&vjs=3,
75,newOperations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Analyze and report weekly on controllable, sales and profits to ensure accurate and timely financial tracking.Ensure 100% customer satisfaction at all time.",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"<div aria-label=""PHP 45,000 to PHP 50,000 a month"" class=""salary-snippet""><span>PHP 45,000 - PHP 50,000 a month</span></div>"
76,Financial Risk Manager,AIA Group,Taguig,"Complete the BAU financial risk reports such as the quarterly financial risk pack, strategic risk monitoring, financial watchlist, QMR, risk related reports in…",https://ph.indeed.com/rc/clk?jk=9e8ba619b2a779fb&fccid=ff4a8ebfccf9af72&vjs=3,
77,new07 - Bookkeeper,Support Shepherd,Remote in Manila,Processing payments and sending receipts.Creating weekly reports for the people who paid and enter in the database.Other bookkeeping functions as needed.,https://ph.indeed.com/company/Support-Shepherd/jobs/-7e0e27a4c7314a38?fccid=28382f241cf295a3&vjs=3,"<div aria-label=""PHP 50,000 to PHP 80,000 a month"" class=""salary-snippet""><span>PHP 50,000 - PHP 80,000 a month</span></div>"
78,Wealth Portfolio Manager | Entrepreneurship Program | Financ...,Philam Life - An AIA Group Company,Makati,Promotes and markets financial solutions of Philam Life.Identify client's financial goals and expectations and assist them in selecting appropriate investment…,https://ph.indeed.com/rc/clk?jk=72a5dedb4cd0039d&fccid=df22ce88e23e5f47&vjs=3,
79,newDuty Airport Manager Manila,Qantas Airways Limited,Manila,"As a Duty Airport Manager on a shift basis, you will be responsible for managing Airport operations & business through the optimisation of safety, customer…",https://ph.indeed.com/rc/clk?jk=719cf9381a7d1967&fccid=324609cba1d1a5ac&vjs=3,
80,newFinancial Planning & Analysis Manager,Corporate Executive Search Inc.,Temporarily Remote in Taguig,Identifies and resolves issues in relation to financial statement review.Leads the standardization of analysis and presentation of financial and operational…,https://ph.indeed.com/company/Corporate-Executive-Search-Inc./jobs/Financial-Planning-Analysis-Manager-81dd324a7f9794cb?fccid=f3efc8c35a677b45&vjs=3,
81,"URGENT! Financial Operations Manager | PHP 50,000 | Pasay Ci...",JK Network Services,Pasay,Prepares financial statements and other financial reports.It develops tools for virtual currency to increase community convenience. *.,https://ph.indeed.com/company/JK-Network-Services/jobs/Financial-Operation-Manager-PHP-671ae99b54584cf0?fccid=62bd09cb34df5ce3&vjs=3,"<div aria-label=""PHP 50,000 a month"" class=""salary-snippet""><span>PHP 50,000 a month</span></div>"
82,newProcurement Assistant Manager,Prescon Philippines Inc,Manila,"Manages key financial indicators of department operations.Bachelor’s degree in any Engineering, Architecture, Business Administration, or related fields.",https://ph.indeed.com/company/Prescon-Philippines-Inc/jobs/Procurement-Assistant-Manager-d1b23ff5c7ab75cb?fccid=3c32392e63f100c0&vjs=3,"<div aria-label=""PHP 50,000 to PHP 60,000 a month"" class=""salary-snippet""><span>PHP 50,000 - PHP 60,000 a month</span></div>"
83,newRestaurant Manager,Mary Grace Foods Inc,Quezon City+4 locations,Proven customer service experience as a manager.You will deliver a high-quality menu and motivate our staff to provide excellent customer service.,https://ph.indeed.com/company/Mary-Grace-Foods/jobs/Restaurant-Manager-09020f84811af60e?fccid=052e71e3355566d2&vjs=3,"<div aria-label=""PHP 25,000 a month"" class=""salary-snippet""><span>PHP 25,000 a month</span></div>"
84,newStore Manager,Adidas,Manila,Has a working knowledge of the Profit and Loss Statement and the store KPI’s and makes commercial decisions based on sound financial judgment.,https://ph.indeed.com/rc/clk?jk=6a8c98ab3be01213&fccid=8686937f641f561b&vjs=3,
85,newProduction and Maintenance Asst. Manager,Prescon Philippines Inc,Manila,"Manages key financial indicators for the production and maintenance operations.Bachelor's degree in any Engineering field.Job Types: Full-time, Permanent.",https://ph.indeed.com/company/Prescon-Philippines-Inc/jobs/Production-Maintenance-Assistant-Manager-5be2d92bc4c100f3?fccid=3c32392e63f100c0&vjs=3,"<div aria-label=""PHP 50,000 to PHP 60,000 a month"" class=""salary-snippet""><span>PHP 50,000 - PHP 60,000 a month</span></div>"
86,newTeller (Pasay/Cavite),Security Bank Careers,Pasay,"As a Teller, you will handle administrative, operations, marketing, and financial experience by supporting the branch business.Graduate of a Bachelor's Degree.",https://ph.indeed.com/rc/clk?jk=482e2fc1177bd9a5&fccid=524d9a18e20e8ac2&vjs=3,
87,Relationship Manager,Asian Venture Philanthropy Network (AVPN),Remote in Manila,"AVPN also produces research reports that support ecosystem development, hosts a platform to match the financial and non-financial resources of investors with…",https://ph.indeed.com/company/AVPN-Hong-Kong-Limited/jobs/Relationship-Manager-fe182c95f6af95af?fccid=8b5de540d74427d0&vjs=3,"<div aria-label=""PHP 60,000 to PHP 70,000 a month"" class=""salary-snippet""><span>PHP 60,000 - PHP 70,000 a month</span></div>"
88,newArea Manager,Fruitas Holdings Inc,Quezon City,Undertake sound financial management to ensure stores are profitable and stay within budget.Lead a team of store managers towards effective collaboration and…,https://ph.indeed.com/company/Fruitas-Holdings-Inc./jobs/Area-Manager-26ecb8e3a263f959?fccid=b8f071bd5961ea7d&vjs=3,
89,newResident Housekeeping Manager (145327),Shangri-La Hotels,Manila,Be the overall in-charge of the Housekeeping Operations in the Hotel.Coordinate with other departments to ensure the cleaning of the facilities are maintained.,https://ph.indeed.com/rc/clk?jk=eedd25844afa0605&fccid=da7c155197c82fa2&vjs=3,
90,newCustomer Service Associate Manager,Wells Fargo,Manila,"Manage allocation of people and financial resources for customer service.Collaborate and consult with internal partners, relationship managers, and colleagues…",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A0sLjryQUNkc81K2goHfqpo9JHml6Vo2yWT4XuRGLXtsN7afMoSAWdG5ZL4C8Qq4L6_9C5Q6In8jBHvbmjkmbwx_jqHGR-0crH-tFWzEUlHkw3aUwEuFp6cI1sXOO4G8wSo8q0KS_vww1LJPy0caFyX79-UdbiCtA6btzfsCQPvcO6sk11YBJzr4m3bNzLl2HW_PCJQ--SAS_uamzga8tbCsGtkErX0upkZdBBBTJgi2GQ_kl_zIX1FbnZfuUnQgqnDcB-IPcNo3bdv2QE5eXekIchplEt5VPqyNzdaRpdqeMdN_HwkzkE6PY5WRaC078vvz9L5g-SzGB_z8WTuwllvwTsmLxJdki5UVF59iGgG-5lQ_Hlzpfc8OZCASQEb8BuNyvdgRH-1tUdh0AhJVq8SO7dPEPYMWW1vH5H0rhZjTdTjy54Kg_BYFchYpJ3fHLGEqZv_HtwLjMSwzDZy4IVRf-B5j2Mh1F6e8x2Kd1lPwlx-swhGMxD4v9-ai2QCs6_7607gt_yX0G3eaZR0cQV0WVYHYgcC6-6cYey8xGLhg-qPduL9ouK_9XRbBwiPYVm1yEUNBGqBRcxHTTrZacfMyA10XOgBgTSrc1OfivkKeDimuk960V_q5fYQsBVptIhAnhWQYq0BmQwGUEZpsiOe0oCjbXFXh8QnALQbTFYp5E_SQEJMQ7HvwfqD2dEVqm0LwMxEDl_ublvokkn95ty&p=0&fvj=0&vjs=3,
91,newOperations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Analyze and report weekly on controllable, sales and profits to ensure accurate and timely financial tracking.Ensure 100% customer satisfaction at all time.",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"<div aria-label=""PHP 45,000 to PHP 50,000 a month"" class=""salary-snippet""><span>PHP 45,000 - PHP 50,000 a month</span></div>"
92,Financial Risk Manager,AIA Group,Taguig,"Complete the BAU financial risk reports such as the quarterly financial risk pack, strategic risk monitoring, financial watchlist, QMR, risk related reports in…",https://ph.indeed.com/rc/clk?jk=9e8ba619b2a779fb&fccid=ff4a8ebfccf9af72&vjs=3,
93,new07 - Bookkeeper,Support Shepherd,Remote in Manila,Processing payments and sending receipts.Creating weekly reports for the people who paid and enter in the database.Other bookkeeping functions as needed.,https://ph.indeed.com/company/Support-Shepherd/jobs/-7e0e27a4c7314a38?fccid=28382f241cf295a3&vjs=3,"<div aria-label=""PHP 50,000 to PHP 80,000 a month"" class=""salary-snippet""><span>PHP 50,000 - PHP 80,000 a month</span></div>"
94,Wealth Portfolio Manager | Entrepreneurship Program | Financ...,Philam Life - An AIA Group Company,Makati,Promotes and markets financial solutions of Philam Life.Identify client's financial goals and expectations and assist them in selecting appropriate investment…,https://ph.indeed.com/rc/clk?jk=72a5dedb4cd0039d&fccid=df22ce88e23e5f47&vjs=3,
95,newDuty Airport Manager Manila,Qantas Airways Limited,Manila,"As a Duty Airport Manager on a shift basis, you will be responsible for managing Airport operations & business through the optimisation of safety, customer…",https://ph.indeed.com/rc/clk?jk=719cf9381a7d1967&fccid=324609cba1d1a5ac&vjs=3,
96,newFinancial Planning & Analysis Manager,Corporate Executive Search Inc.,Temporarily Remote in Taguig,Identifies and resolves issues in relation to financial statement review.Leads the standardization of analysis and presentation of financial and operational…,https://ph.indeed.com/company/Corporate-Executive-Search-Inc./jobs/Financial-Planning-Analysis-Manager-81dd324a7f9794cb?fccid=f3efc8c35a677b45&vjs=3,
97,"URGENT! Financial Operations Manager | PHP 50,000 | Pasay Ci...",JK Network Services,Pasay,Prepares financial statements and other financial reports.It develops tools for virtual currency to increase community convenience. *.,https://ph.indeed.com/company/JK-Network-Services/jobs/Financial-Operation-Manager-PHP-671ae99b54584cf0?fccid=62bd09cb34df5ce3&vjs=3,"<div aria-label=""PHP 50,000 a month"" class=""salary-snippet""><span>PHP 50,000 a month</span></div>"
98,newProcurement Assistant Manager,Prescon Philippines Inc,Manila,"Manages key financial indicators of department operations.Bachelor’s degree in any Engineering, Architecture, Business Administration, or related fields.",https://ph.indeed.com/company/Prescon-Philippines-Inc/jobs/Procurement-Assistant-Manager-d1b23ff5c7ab75cb?fccid=3c32392e63f100c0&vjs=3,"<div aria-label=""PHP 50,000 to PHP 60,000 a month"" class=""salary-snippet""><span>PHP 50,000 - PHP 60,000 a month</span></div>"
99,newRestaurant Manager,Mary Grace Foods Inc,Quezon City+4 locations,Proven customer service experience as a manager.You will deliver a high-quality menu and motivate our staff to provide excellent customer service.,https://ph.indeed.com/company/Mary-Grace-Foods/jobs/Restaurant-Manager-09020f84811af60e?fccid=052e71e3355566d2&vjs=3,"<div aria-label=""PHP 25,000 a month"" class=""salary-snippet""><span>PHP 25,000 a month</span></div>"
100,newStore Manager,Adidas,Manila,Has a working knowledge of the Profit and Loss Statement and the store KPI’s and makes commercial decisions based on sound financial judgment.,https://ph.indeed.com/rc/clk?jk=6a8c98ab3be01213&fccid=8686937f641f561b&vjs=3,
101,newProduction and Maintenance Asst. Manager,Prescon Philippines Inc,Manila,"Manages key financial indicators for the production and maintenance operations.Bachelor's degree in any Engineering field.Job Types: Full-time, Permanent.",https://ph.indeed.com/company/Prescon-Philippines-Inc/jobs/Production-Maintenance-Assistant-Manager-5be2d92bc4c100f3?fccid=3c32392e63f100c0&vjs=3,"<div aria-label=""PHP 50,000 to PHP 60,000 a month"" class=""salary-snippet""><span>PHP 50,000 - PHP 60,000 a month</span></div>"
102,newTeller (Pasay/Cavite),Security Bank Careers,Pasay,"As a Teller, you will handle administrative, operations, marketing, and financial experience by supporting the branch business.Graduate of a Bachelor's Degree.",https://ph.indeed.com/rc/clk?jk=482e2fc1177bd9a5&fccid=524d9a18e20e8ac2&vjs=3,
103,Relationship Manager,Asian Venture Philanthropy Network (AVPN),Remote in Manila,"AVPN also produces research reports that support ecosystem development, hosts a platform to match the financial and non-financial resources of investors with…",https://ph.indeed.com/company/AVPN-Hong-Kong-Limited/jobs/Relationship-Manager-fe182c95f6af95af?fccid=8b5de540d74427d0&vjs=3,"<div aria-label=""PHP 60,000 to PHP 70,000 a month"" class=""salary-snippet""><span>PHP 60,000 - PHP 70,000 a month</span></div>"
104,newArea Manager,Fruitas Holdings Inc,Quezon City,Undertake sound financial management to ensure stores are profitable and stay within budget.Lead a team of store managers towards effective collaboration and…,https://ph.indeed.com/company/Fruitas-Holdings-Inc./jobs/Area-Manager-26ecb8e3a263f959?fccid=b8f071bd5961ea7d&vjs=3,
105,newCustomer Service Associate Manager,Wells Fargo,Manila,"Manage allocation of people and financial resources for customer service.Collaborate and consult with internal partners, relationship managers, and colleagues…",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A0sLjryQUNkc81K2goHfqpo9JHml6Vo2yWT4XuRGLXtsN7afMoSAWdG5ZL4C8Qq4L6_9C5Q6In8jBHvbmjkmbwx_jqHGR-0crH-tFWzEUlHkw3aUwEuFp6cI1sXOO4G8wSo8q0KS_vww1LJPy0caFyX79-UdbiCtAH3Z8bj3-MJrIVDOwDchUn6PrWaA6TqCekApQ4VUZgvxxL661bVWULiTlRe_MP3grJp1MJX-N91tTmaeoT5ZA18Cko71nrSbgNpj4ohD6hNk9FB5fj-1CFCHBoi352irlAPD4vx6EMyCudqC5cg_nPmdk79Abcvz9OZ4DBjSpFCfRCdtS231BefNXyLVnAfzRekEJd1ZqZeh3o-yylpJXhrWmUWVshu8siCEfyVAfuPrSPboDKmY_N8xON1hUar-f92hiLIEds8iwOk-CHAJW4DfMjh9XiPv3rNNqOry_dU6KE_KOFX_ZUJdt8uqjmJsQ6-wudL9ckqbYbKO6flSufraNoqGgGLEKz7Sudsr9vFplqAdT1M_DHOnOle8jDAkOQ_MllbLgA4uQFBDkEI4OuZIgqEGYthSyqa1jOV7EZkEBCHbfWXSh4waGpCTzhNdn8lkqRarkSn9TKVxELS-F4h59PqWlR1UNaP-ZJaMFDvzFZvn4Brd2xcc2qTYcJ1WruEbXkXCFAzJavlU_xmwVA91XbQ9BTJ4A5KDY-j5lz8pBzGODFXD_3&p=0&fvj=0&vjs=3,
